id,train Number,train Departure Station,train Arrival Station,train Id,passenger Surname,passport Number,carriage Number,seat Number,departure Date
600,590НП,Івано-Франківськ,Запоріжжя-1,25,Коваленко,254184646,3,24,11-12-2025
522,709РЕ,Чернівці,Одеса-Головна,10,Ткаченко,265349480,2,27,12-12-2025
64,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,229875329,5,6,12-12-2025
14,102ІС,Одеса-Головна,Дніпро-Головний,1,Олійник,713137414,5,20,12-12-2025
545,234НШ,Кривий Ріг-Головний,Запоріжжя-1,14,Кравченко,АК941196,2,16,13-12-2025
527,710НЕ,Хмельницький,Київ-Пасажирський,11,Олійник,АК158072,5,21,13-12-2025
49,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,МК344972,2,22,14-12-2025
133,203ІС,Львів,Івано-Франківськ,2,Клименко,828201750,4,18,15-12-2025
615,578ІС,Дніпро-Головний,Миколаїв,28,Шевченко,СК472399,5,2,15-12-2025
549,456НШ,Львів,Київ-Пасажирський,15,Клименко,АК364135,5,4,15-12-2025
60,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,743850488,1,10,16-12-2025
11,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,ТК760564,2,24,16-12-2025
38,102ІС,Одеса-Головна,Дніпро-Головний,1,Сидоренко,МК233690,3,22,16-12-2025
85,102ІС,Одеса-Головна,Дніпро-Головний,1,Бондаренко,754401548,1,4,18-12-2025
55,102ІС,Одеса-Головна,Дніпро-Головний,1,Поліщук,606467364,1,19,18-12-2025
569,678НП,Тернопіль,Хмельницький,19,Бондаренко,813515152,4,22,18-12-2025
356,345НШ,Дніпро-Головний,Миколаїв,4,Шевченко,125831437,5,22,18-12-2025
512,506Р,Київ-Пасажирський,Вінниця,8,Кравченко,964416996,3,26,19-12-2025
390,345НШ,Дніпро-Головний,Миколаїв,4,Шевченко,447969088,5,20,20-12-2025
402,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Романенко,191300160,4,25,21-12-2025
533,102НЕ,Івано-Франківськ,Житомир,12,Поліщук,АК518525,4,28,21-12-2025
134,203ІС,Львів,Івано-Франківськ,2,Поліщук,829665217,5,19,21-12-2025
268,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,796852398,1,1,23-12-2025
537,123НЕ,Одеса-Головна,Тернопіль,13,Коваленко,457638002,1,29,23-12-2025
189,203ІС,Львів,Івано-Франківськ,2,Ткаченко,СК685066,2,2,23-12-2025
168,203ІС,Львів,Івано-Франківськ,2,Кравченко,781210078,5,16,23-12-2025
349,345НШ,Дніпро-Головний,Миколаїв,4,Поліщук,141478542,3,1,24-12-2025
361,345НШ,Дніпро-Головний,Миколаїв,4,Олійник,898287022,3,15,24-12-2025
161,203ІС,Львів,Івано-Франківськ,2,Кравченко,780637564,1,26,25-12-2025
560,567НП,Житомир,Львів,17,Кравченко,СК541678,4,19,25-12-2025
467,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,МК984146,5,21,25-12-2025
103,203ІС,Львів,Івано-Франківськ,2,Олійник,АК773723,2,18,27-12-2025
363,345НШ,Дніпро-Головний,Миколаїв,4,Поліщук,909090401,1,27,28-12-2025
257,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,438563166,3,15,28-12-2025
610,667ІС+,Кривий Ріг-Головний,Івано-Франківськ,27,Ткаченко,509834092,5,18,28-12-2025
